,artists
1286,Dave Alvin
1287,Cabeas No Ar
1288,A Naifa
1289,Tippa Irie
1290,Bugge Wesseltoft / Sidsel Endresen
1291,India.Arie
1292,Cloud Cult
1293,Bon Jovi
1294,Arctic Monkeys
1295,Razah
1296,Rick Braun
1297,Cartola
1298,The Pop Rivets
1299,Phil Keaggy
1300,Billy Childish & Holly Golightly
1301,Omar & The Howlers
1302,Anouk
1303,Roger Creager
1304,La Nueva Banda Timbiriche
1305,Inaya Day
1306,G-Unit
1307,Berlin Symphony Orchestra
1308,Ray LaMontagne
1309,Nas
1310,The Knife
1311,Born Ruffians
1312,Cheeky Cheeky And The Nosebleeds
1313,Charlie Mars
1314,Rae & Christian
1315,Stellar Kart
1316,Pixie Lott
1317,Gift of Gab
1318,Dee Dee Sharp Gamble
1319,The Hot Puppies
1320,Katie Webster
1321,Gage
1322,Facto Delafe y las flores azules
1323,Max Gazz
1324,Ramon Ayala
1325,Nonpalidece
1326,Pinch
1327,Neri Per Caso
1328,Alphaville
1329,Jay Tee_ Baby Bash_ Cisco_ & Frost
1330,Lord Jamar
1331,Chris Cornell
1332,Lagwagon
1333,Billy Ze Kick et Les Gamins En Folie
1334,Paul Gilbert
1335,James Marsden
1336,Two Gallants
1337,Adam Green with Ben Kweller
1338,Southern Tenant Folk Union
1339,Early Day Miners
1340,Grand Archives
1341,Cocoa Brovas
1342,Living Things
1343,The Decemberists
1344,O'Funk'illo
1345,Sonny Rollins
1346,Phil Wickham
1347,Kapanga
1348,Tim O'brien
1349,Black Eyed Peas
1350,Nelly
1351,The Idle Race
1352,Coolio
1353,Kenny Hayes
1354,J.T. Meirelles
1355,Bad Wizard
1356,Disneyland Children's Sing-Along Chorus/Larry Groce
1357,Dusty Rhodes and the River Band
1358,Dub Syndicate
1359,Susan Ashton
1360,Travie McCoy
1361,Tommy Sands
1362,Jazzy Eyewear
1363,STEVE TAYLOR
1364,Junior Kelly
1365,China Crisis
1366,Ann Nesby
1367,Albertucho
1368,Squad Five-0
1369,Thievery Corporation
1370,Joe Turner
1371,RODNEY CROWELL
1372,Jackie Allen
1373,D'Angelo
1374,Paulina Rubio
1375,Charles River Valley Boys
1376,Timbaland & Magoo / Candice Nelson
1377,The Black Crowes
1378,Brandy
1379,Itzhak Perlman
1380,The Quantic Soul Orchestra
1381,Once Tiros
1382,Natalie Cole
1383,Jack Nitzsche
1384,Rancid
1385,Roberto Ribeiro
1386,Pino Daniele
1387,Barbara Cook
1388,Go:Audio
1389,Alpha 5.20
1390,Weezer
1391,Michael Card
1392,Dr Feelgood
1393,It Bites
1394,Eden's Bridge
1395,Chet Baker
1396,Rah Digga (Featuring Outsidaz)
1397,Trouble
1398,Diplo Featuring Sandra Melody_ Vybz Cartel & Pantera Os Danadinhos
1399,Let Go
1400,Steely Dan
1401,Einstuerzende Neubauten
1402,Go Fish
1403,Activator
1404,Kevin Lyttle
1405,Motel
1406,Aesop Rock
1407,Jump5
1408,Brendan Benson
1409,Bad Company
1410,Aquagen
1411,Colonel Claypool's Bucket Of Bernie Brains
1412,Mikel Erentxun
1413,Inti Illimani
1414,Digital Karma
1415,The Innocence Mission
1416,Don Francisco
1417,Kristin Hersh
1418,Gorilla Zoe featuring Block & Big Gee
1419,Dub Syndicate
1420,Kathleen Edwards
1421,Onyx / DMX
1422,Ziggy Marley And The Melody Makers
1423,Broder Daniel
1424,Brian Eno
1425,Samael
1426,Dream Warriors
1427,Duke Robillard
1428,Love You Long Time
1429,Matt Pond PA
1430,Billy Dean
1431,Scienz of Life
1432,Miguel Calo
1433,Syd Matters
1434,Skalariak
1435,Dark Captain Light Captain
1436,Wilki
1437,36 Crazyfists
1438,Tori Amos
1439,Cheech And Chong
1440,The Slackers
1441,Kool & The Gang
1442,Lenine
1443,T-Bone
1444,Alex de Grassi
1445,Waking Ashland
1446,ATB
1447,Tam Tam Go!
1448,Anni Rossi
1449,PAULA COLE
1450,Gov't Mule
1451,Typhoon
1452,Shelby Lynne
1453,The Jacka feat. Paul Wall and Masspike Miles
1454,Black Moth Super Rainbow
1455,The Emotions
1456,Habeas Corpus
1457,Curtis Stigers
1458,Bonobo Featuring Andreya Triana
1459,Soulsavers
1460,Jos Augusto
1461,The Wannadies
1462,ANJA GARBAREK
1463,Carter Family
1464,Christina Aguilera
1465,Diana Krall
1466,Glass Tiger
1467,Andre Nickatina
1468,2XL
1469,Larry Groce/Disneyland Children's Sing-Along Chorus
1470,Brittany Murphy
1471,Krafty Kuts
1472,Bill & Gloria Gaither
1473,Maxwell
1474,Roger Waters
1475,Streetwize
1476,Ginuwine
1477,Two Tone Club
1478,Eric Darius
1479,Steely Dan
1480,Hacienda feat. Caitlin Devlin - ELK
1481,Arrogant Worms
1482,Arpeggio
1483,Chatham County Line
1484,Grand Analog
1485,Mafalda Veiga
1486,The Refreshments
1487,N.W.A featuring Eazy-E
1488,Logan Square
1489,John Scofield
1490,Murphy Lee / Nelly / P. Diddy
1491,Sharleen Spiteri
1492,Christopher D Ashley
1493,Juana La Loca
1494,The Afghan Whigs
1495,Heather Nova
1496,Stephen Fretwell
1497,Two Tone Club
1498,Jos Merc
1499,Don Diablo
1500,Helena Paparizou
1501,X-ecutioners
1502,Slick Rick
1503,Useless I.D.
1504,Beatsteaks
1505,2 Bit Pie
1506,Mucky Pup
1507,The Poets Of Rhythm
1508,Lynden David Hall
1509,The Clark Sisters
1510,Tech N9ne
1511,Shaggy
1512,Howie B.
1513,Afroman
1514,Stakka Bo
1515,Ataxia
1516,The 101ers
1517,Case / Joe
1518,Amber Pacific
1519,Two Door Cinema Club
1520,Rihanna
1521,Wamba
1522,K.T. Oslin
1523,The Devil Makes Three
1524,Flevans
1525,Cmplices
1526,The Nashville Bluegrass Band
1527,James Blundell
1528,Luis Miguel
1529,Telepopmusik
1530,Azul Violeta
1531,Los Originales De San Juan
1532,E.C. Scott
1533,Ramadanman
1534,Tania Maria
1535,Arcadia
1536,N-Dubz
1537,Method Man
1538,John Holt
1539,Vienio & Pele
1540,Joy Electric
1541,Tunnel Rats
1542,Tony Thomas
1543,Anoraak
1544,Jalilah
1545,Hermeto Pascoal
1546,Lucinda Williams
1547,STEVE CAMP
1548,J Dilla
1549,Black Milk
1550,Chris Lake and Sebastien Leger
1551,Stan Whitmire
1552,Brett Anderson
1553,The Cowsills
1554,Sheila Chandra
1555,Vanilla Ice
1556,Pete Philly & Perquisite
1557,The Cardigans
1558,Oforia
1559,Babyface featuring LL Cool J_ Howard Hewett_ Jody Watley & Jeffrey Daniels
1560,Decoded Feedback
1561,General Fiasco
1562,Erik Truffaz
1563,The Dirtball
1564,Commodores
1565,Pasion Vega
1566,Abbacadabra
1567,Jag Panzer
1568,Carlos Y Jos
1569,Fyfe Dangerfield
1570,Le Tigre
1571,Neko Case
1572,Avail
1573,Henry Rollins
1574,Pax217
1575,Pallas
1576,Cherokee;Brian McKnight;Myron McKinley
1577,Infected Mushroom
1578,Lou Barlow
1579,Saint Etienne
1580,Dandi & Ugo
1581,Alex Smoke
1582,Jane Birkin
1583,Marina And The Diamonds
1584,Super Cat
1585,Alejandro Santiago
1586,By The Tree
1587,Free
1588,Jahcoozi
1589,Bellamy Brothers
1590,The Saint Alvia Cartel
1591,Looptroop
1592,UGK
1593,Roy Drusky
1594,SUMO
1595,Boy Hits Car
1596,Christer Sjgren
1597,Leif Ove Andsnes
1598,Sir Neville Marriner/Academy of St Martin-in-the-Fields
1599,Maria Dolores Pradera
1600,Damita
1601,Skepta
1602,Blackmore's Night
1603,Southern Gentlemen
1604,Temprees
1605,Tristan Garner
1606,Joe Thomas
1607,Say Anything
1608,Jay Vaquer
1609,John Denver
1610,Mike Oldfield
1611,Dada
1612,Maire Brennan
1613,Excel
1614,Kispal Es A Borz
1615,Tyler Hilton
1616,The Field
1617,Lisa Gerrard & Jeff Rona
1618,The Alan Parsons Project
1619,Bad Company
1620,Xzibit
1621,Caedmon's Call
1622,Archers Of Loaf
1623,Sandra Mihanovich
1624,Pohlmann.
1625,2 Minutos
1626,Jacques Higelin
1627,The Robert Cray Band
1628,Ecstasy Of St. Theresa
1629,CHARLIE HUNTER WITH LEON PARKER
1630,Gram Parsons
1631,Dirty Looks
1632,Ding Dong
1633,Rick Ross
1634,Terry Ganzie
1635,Emigrate
1636,Ignorance
1637,The Promise Ring
1638,Hadag Nachash
1639,Ryan Leslie
1640,Audio Bullys
1641,Atlantic Starr
1642,Bola De Nieve
1643,Lil Boosie
1644,Yma Sumac
1645,Black Box Recorder
1646,One Morning Left
1647,Antoine Duhamel
1648,Micky Modelle
1649,Fatboy Slim
1650,Meredith Monk and Vocal Ensemble
1651,Inti Illimani
1652,Everette Harp
1653,Eddie Calvert
1654,Estopa
1655,O'Funk'illo
1656,Chico Cesar
1657,Aslyn
1658,George Lopez
1659,King Midas
1660,Lagwagon
1661,Chet Baker
1662,Gene Watson
1663,Seven
1664,America
1665,Sharon Redd
1666,Revolutionaries
1667,Tower Of Power
1668,Shawn Colvin
1669,Thunderheist
1670,Steve Green
1671,Tracy Bonham
1672,Paolo Nutini
1673,Don Tetto
1674,Freedy Johnston
1675,Dyablo
1676,Slapp Happy
1677,Chely Wright
1678,Alisha's Attic
1679,Jeru The Damaja
1680,Claire Voyant
1681,Lost Patrol Band
1682,Brett Dennen
1683,Carina Round
1684,Stephen Lynch
1685,Gang Starr
1686,Faster Pussycat
1687,Kenny Price
1688,Steve Angello & Laidback Luke Feat. Robin S
1689,Information Society
1690,Reminiscence quartet
1691,Inspiral Carpets
1692,Huey Lewis And The News
1693,The Dear Hunter
1694,Souls Of Mischief
1695,Mitchy Slick
1696,Eskimo
1697,Grand National
1698,U96
1699,Ebony Ark
1700,Genesis
1701,Rocky Marsiano
1702,El Barrio
1703,Future Kings Of Spain
1704,Arch Enemy
1705,Flying Lotus
1706,The Subs
1707,The Presidents of the United States of America
1708,Tito Rojas
1709,Meshuggah
1710,Dusty Rhodes and the River Band
1711,Daddy X
1712,Enrico Rava
1713,Brooklyn Funk Essentials
1714,Jelly Roll Kings
1715,Fabian
1716,Renan Luce
1717,The Bad Plus
1718,Charlotte Sometimes
1719,Sir N Marriner/ Academy Of St.Martin
1720,Eva Cassidy
1721,Israel & New Breed featuring Leanne Palmore
1722,Midival Punditz
1723,Benny Green
1724,Fall Of Serenity
1725,The Lost Trailers
1726,Mariah Carey
1727,Lupen Crook
1728,Aceyalone
1729,Demi Lovato
1730,Robert Goulet
1731,Papas Da Lngua
1732,Nao Zumbi
1733,Pat Metheny Group
1734,Teena Marie / Smokey Robinson
1735,Butthole Surfers
1736,Simon Joyner
1737,Jackson Browne
1738,ATFC
1739,Krystof
1740,Jupiter Rising
1741,Starfield
1742,Los Pericos
1743,Public Enemy / Stephen Stills
1744,Savatage
1745,Gloria Estefan
1746,La Gran Orquesta Republicana
1747,Hroes del Silencio
1748,Chuck Prophet
1749,Buffy Sainte-Marie
1750,Miguel Y Miguel
1751,Gary Stewart
1752,Howard Carpendale
1753,Chris Botti
1754,From Bubblegum To Sky
1755,Keny Arkana
1756,Luscious Jackson
1757,STRAIGHTENER
1758,Sammy Kershaw
1759,Marracash
1760,Ismael Serrano
1761,Busta Rhymes
1762,LL Cool J
1763,Joe Bonamassa
1764,Tricky
1765,Mike Stern
1766,Zebda
1767,Belen Arjona
1768,Aphex Twin
1769,Chris Brown
1770,Spyro Gyra
1771,Wolfgang Petry
1772,The Northern Pikes
1773,Sue Foley
1774,Al Green
1775,Bap
1776,Phonat
1777,Pillar
1778,Danko Jones
1779,The Herbaliser
1780,Bon Jovi
1781,Kristet Utseende
1782,Herb Alpert And The Tijuana Brass
1783,Martha Wainwright
1784,Mac Lethal
1785,Play-N-Skillz
1786,Yusuf
1787,Bersuit Vergarabat
1788,Gruff Rhys
1789,Maxi Priest
1790,Velha Guarda Da Portela
1791,Two Fingers Featuring Sway
1792,Polkadot Cadaver
1793,Plas Johnson
1794,Bobby
1795,Ween
1796,Missy Higgins
1797,Tommy Castro
1798,Dilated Peoples
1799,Dr. Calypso
1800,Count Basie Orchestra
1801,The Whip
1802,Max Mutzke
1803,Subtle
1804,Bob Baldwin
1805,The Little Willies
1806,The Bolshoi
1807,The Herbaliser
1808,Bargain Music
1809,STEVE CAMP
1810,Les Yeux Noirs
1811,Teodoro Reyes
1812,Chumbawamba
1813,Eugene Mirman
1814,Chalino Sanchez
1815,Clutch
1816,The Scaffold
1817,Peverelist
1818,Don Carlos & Gold
1819,Motel Motel
1820,De Sela Lhasa
1821,Kraftwelt
1822,Angelspit
1823,Jay & The Americans
1824,Earthling
1825,Rhymefest featuring Citizen Cope
1826,Jeff Golub
1827,Mac Mall
1828,Fidel Nadal
1829,The 69 Eyes
1830,Akhenaton
1831,Antonio Vivaldi
1832,Gemma Hayes
1833,Blues Traveler
1834,Kim Burrell
1835,Twin Atlantic
1836,Norris Man (feat. Anthony Red Rose)
1837,Pet Shop Boys
1838,DNA / Suzanne Vega
1839,Danny Howells
1840,Tantric
1841,St. Lunatics
1842,Tha Dogg Pound
1843,Rogue Wave
1844,Junkie XL
1845,Jin
1846,FreQ Nasty
1847,Luniz
1848,Walter Trout
1849,Los Visitantes
1850,Fennesz
1851,RUN-DMC
1852,Robin Thicke / Pharrell Williams
1853,Alison Krauss / Union Station
1854,Brainstorm
1855,Rick Braun/Richard Elliot
1856,Carlos Baute
1857,Steps Ahead
1858,Plumb
1859,Sukshinder Shinda
1860,Mark Heard
1861,Garrison Starr
1862,The Mae Shi
1863,Beulah
1864,Cloud Cult
1865,LaFee
1866,Zveri
1867,NARNIA
1868,Bruna Caram
1869,Aloha
1870,Kansas
1871,Baggi Begovic
1872,Issa Bagayogo
1873,Favretto
1874,Devo
1875,60 Watt Kid
1876,Ryan Shaw
1877,Dwele
1878,Pohlmann.
1879,The Futureheads
1880,Blackfoot
1881,Mazz
1882,Dredg
1883,Los Suaves
1884,Vince Guaraldi / St. Paul's Church Of San Rafael
1885,Olivia Ruiz
1886,Washington Phillips
1887,Costumbre
1888,Spektrum
1889,Maldini
1890,Gigi
1891,Gaudi + Nusrat Fateh Ali Khan
1892,Immortal Technique
1893,Pet Shop Boys
1894,Kake Randelin
1895,Jowell & Randy
1896,Terry Hall
1897,Bernard Fanning
1898,Jyve V
1899,The Unfinished Sympathy
1900,Third Eye Blind
1901,Ken Navarro
1902,Len Gieco
1903,Jonny Lang
1904,Bachman-Turner Overdrive
1905,Sick Of It All
1906,Chris LeDoux
1907,Ms. Dynamite
1908,Ryan Leslie
1909,Judd and Maggie
1910,Sylvia Telles
1911,Race Horses
1912,Cesare Cremonini
1913,Plume Latraverse
1914,YoungBloodZ Featuring Shawty Putt
1915,Los Sabrosos Del Merengue
1916,Medina Azahara
1917,Chingo Bling w/ Mistah F.A.B. And Fabo of D4L
1918,Totta Nslund
1919,Hopeton Lewis
1920,Peter Sommer
1921,Vanessa Paradis
1922,7L & Esoteric
1923,L.E.G.A.C.Y.
1924,Telex
1925,K.Maro
1926,The Drawing Room
1927,PAULA COLE
1928,Babyface
1929,Bryan White
1930,Kardinal Offishall / The Dream
1931,Brigitte Fontaine
1932,KJ-52
1933,Asobi Seksu
1934,Mos Def
1935,Dominique A
1936,This Day & Age
1937,Sherie Rene Scott
1938,Gene Watson
1939,Manowar
1940,Carleen Anderson
1941,Danger Mouse & Jemini
1942,Rafael Orozco Con El Binomio De Oro
1943,Nosfell
1944,Solitude Aeturnus
1945,DJ Hell
1946,KMC Feat. Dhany
1947,Lady Sovereign
1948,Magneto
1949,Mischief Brew
1950,Peret
1951,Beyonc
1952,Young Buck
1953,David Gray
1954,D.O.
1955,The Brian Setzer Orchestra
1956,La Mosca Tse-Tse
1957,Jongo Trio
1958,Cute Is What We Aim For
1959,Priessnitz
1960,Skinny Puppy
1961,Hank Marvin
1962,IZZ
1963,Julian Cope
1964,Dela
1965,Stefan Grossman
1966,Nana Caymmi
1967,Vladislav Delay
1968,Melt-Banana
1969,Green River Ordinance
1970,Chris Rock
1971,Infected Mushroom
1972,Colt Ford
1973,Roosevelt Sykes
1974,The Winans
1975,Current 93
1976,the bird and the bee
1977,Think Twice
1978,Joan Baez
1979,Chatham County Line
1980,Story Of The Year
1981,The Strokes
1982,Space Buddha & Toast3d
1983,Chicks On Speed
1984,Schweisser
1985,Secret Affair
1986,Dr. Hook
1987,Eleni Mandell
1988,Lizzy Borden
1989,The Mohawk Lodge
1990,The Delfonics
1991,Seventh Day Slumber
1992,Clint Black;Bruce Hornsby
1993,Pip Skid
1994,Snakefarm
1995,Grant Green
1996,Insane Clown Posse
1997,Jimmy Nail
1998,The Envy Corps
1999,Broder Daniel
2000,Deerhunter
2001,Fey
2002,Sophie Ellis-Bextor
2003,Wayne Newton
2004,Ronnie Laws
2005,Christian Kjellvander
2006,Limi-T 21
2007,Kelis Featuring Markita
2008,Dirty Vegas
2009,Laika and the Cosmonauts
2010,Barry Manilow
2011,Moneen
2012,Ben Thornewill
2013,Klute
2014,Lykke Li
2015,Gage
2016,Baby Face Leroy
2017,Alan Jackson
2018,Killa Tay and Laroo T.H.H.
2019,Stiff Little Fingers
2020,Brightblack Morning Light
2021,Jon Oliva's Pain
2022,Silvina Garre
2023,Reao Em Cadeia
2024,Theodore Unit
2025,Shania Twain
2026,Plus One
2027,Freda Payne
2028,Violeta Parra
2029,Bruce Dickinson
2030,The Rezillos
2031,Rez Band
2032,Stephanie McKay
2033,Charles Musselwhite
2034,The Amber Light
2035,Deborah Harry
2036,Plan B
2037,Lucky Dube
2038,Mark Kozelek
2039,Phylum Sinter
2040,Barry Manilow
2041,Shwayze
2042,Run Level Zero
2043,Oxford Collapse
2044,Los Secretos
2045,Jarabe De Palo
2046,Bell Orchestre
2047,Okay
2048,Sparklehorse
2049,Moby
2050,Erin Bode
2051,K-OS
2052,Diorama
2053,Ken Mellons
2054,Mondo Marcio
2055,Charley Pride
2056,Sauce Money
2057,Virgin Black
2058,The Robert Cray Band
2059,Prince Alla
2060,Marc Romboy
2061,Burning Spear
2062,Nosotrsh
2063,Faith Evans
2064,Ashlee Simpson
2065,Doro
2066,Scooch
2067,She Wants Revenge
2068,TobyMac Featuring Nirva Ready
2069,Sparks The Rescue
2070,Z-RO
2071,Brooks & Dunn
2072,Freddy Cannon
2073,Let 3
2074,R.L. Burnside
2075,Sizzla
2076,Skint & Demoralised
2077,Frankie Negron
2078,Color Me Badd
2079,Kery James
2080,The Divorce
2081,112
2082,Led Zeppelin
2083,K-OS
2084,Black Debbath
2085,Caparezza
2086,Scar Symmetry
2087,The Auteurs
2088,Relient K
2089,Buckethead
2090,Robert Earl Keen
2091,Mannheim Steamroller_ Mason Williams
2092,Marlene Kuntz
2093,The Corrs
2094,Joan Armatrading
2095,The Ark
2096,They Might Be Giants
2097,Gang Of Four
2098,Morgan Heritage
2099,Robert Lockwood_ Jr.
2100,Seguridad Social
2101,Kenn Starr feat. Kev Brown
2102,WASP
2103,Plus One
2104,Steely Dan
2105,Bettie Serveert
2106,Eddie
2107,Audioslave
2108,Myron Butler & Levi
2109,B.B. King
2110,Doctor Flake
2111,REO Speedwagon
2112,Dru Hill
2113,Weird Al Yankovic
2114,Incognito
2115,Noisettes
2116,Mustasch
2117,Alabama 3
2118,Today Is The Day
2119,Tift Merritt
2120,Sioen
2121,Lisa Loeb
2122,Sandro Perri
2123,Dr. Hook And The Medicine Show
2124,Revolver
2125,Brotherhood Of Man
2126,Tom Waits
2127,England Dan & John Ford Coley
2128,Down A.K.A Kilo
2129,The Bellamy Brothers
2130,Juvenile / Hot Boys
2131,JET
2132,Pino Daniele
2133,Weezer
2134,Peggy Scott-Adams
2135,Maelo Ruiz
2136,Jacob Miller
2137,Hanson
2138,The In Crowd
2139,7 Notas 7 Colores
2140,Romeo And The Emotions
2141,Pixie Lott
2142,The Pharcyde
2143,Tits
2144,Junitoshi
2145,3582
2146,Nebula-H
2147,Eddie Santiago
2148,Vusi Nongxa
2149,Zander VT
2150,Mindy Smith
2151,Vienna Teng
2152,Clyde Carson
2153,Lelio Luttazzi
2154,Mick Karn
2155,Yabby You
2156,Embrace the End
2157,Mike Patton
2158,Holly Palmer
2159,Cheri Dennis
2160,Gazpacho
2161,Lo Step
2162,Embrace
2163,Fashawn
2164,The Young Gods
2165,The Postmarks
2166,Less Than Jake
2167,Beach House
2168,Mando Diao
2169,Funker Vogt
2170,Cookies
2171,Giorgia
2172,Arma Blanca
2173,Luomo
2174,Sir Elwoodin Hiljaiset Varit
2175,Sivuca
2176,Peter Tosh
2177,Scars On Broadway
2178,Orquesta Reve
2179,Copywrite
2180,Leona Naess
2181,Billy Porter
2182,Ohrbooten
2183,Tommy Collins
2184,Young Jeezy and Fabolous
2185,Natacha Atlas
2186,Daniel Darc
2187,The Nextmen
2188,Cilla Black
2189,Facto Delafe y las flores azules
2190,Feargal Sharkey
2191,Giant Sand
2192,The Breeders
2193,Charlie Mars
2194,Shearwater
2195,Bobby Goldsboro
2196,Willie Nelson
2197,Pretty Ricky
2198,Tinchy Stryder feat. Ruff Sqwad / Ruff Sqwad
2199,Refused
2200,Jacek Kaczmarski
2201,Debelah Morgan
2202,Luza
2203,Pablo Sciuto
2204,Redstar
2205,Cannonball Adderley / Milt Jackson
2206,Judy Collins
2207,Duoteque
2208,Trisha Yearwood
2209,Frankie Lymon And The Teenagers
2210,Dzem
2211,Grayskul
2212,tweaker
2213,Era
2214,Anti-Pop Consortium
2215,Venice
2216,Causa Sui
2217,Morcheeba
2218,Azul Violeta
2219,Freshlyground / Freshlyground
2220,Los Cadetes de Linares
2221,Pulley
2222,Cat Stevens
2223,Ashanti
2224,Eric Tingstad And Nancy Rumbel
2225,Sense Field
2226,Bell X1
2227,Ladytron
2228,Armored Saint
2229,Siena Root
2230,Joan Sebastian
2231,Mason Jennings
2232,Ariel Rot
2233,Martin Denny
2234,Massimo Volume
2235,Kim Waters
2236,Driver Eight
2237,Madee
2238,Looptroop
2239,Odetta
2240,The Ark
2241,Eliades Ochoa Y El Cuarteto Patria
2242,Shinehead
2243,New Found Glory
2244,Aline Khalaf
2245,DJ Quik Feat. Suga Free
2246,K-Ci & JoJo
2247,Samy Deluxe
2248,Verano
2249,Smash Mouth / Ranking Roger
2250,M
2251,Scott Attrill
2252,Goldie
2253,Derek Howell
2254,Hroes del Silencio
2255,Brian Poole & The Tremeloes
2256,Bertrand Betsch
2257,Voo Voo
2258,Samajona
2259,Del The Funky Homosapien
2260,The Jazz Crusaders
2261,Howard Goodall
2262,Nik Kershaw
2263,Goldfrapp
2264,King Sunny Ade
2265,Busdriver
2266,Westside Connection
2267,The Letter Black
2268,Mahmoud Ahmed
2269,Shantel
2270,Franois Feldman
2271,Rossington Collins Band
2272,Lisac Josipa
2273,Martinho Da Vila
2274,Big Boi featuring Killer Mike and Bubba Sparxxx
2275,Po' Girl
2276,The Poozies
2277,Jan & Dean
2278,Javine
2279,MC Hammer
2280,Jaylib
2281,Marvin Pontiac
2282,Salvador
2283,Hot Club De Paris
2284,Fischerspooner
2285,Ghostface
2286,Plies
2287,Susana Flix
2288,Eminem
2289,Hilary Stagg
2290,S Club 7
2291,Dub Pistols feat. TK
2292,Infected Mushroom
2293,Dave Attell
2294,Topazz
2295,Aaron Neville
2296,Moonspell
2297,D.R.I.
2298,Jamies Elsewhere
2299,The Apathy Eulogy
2300,Will Young & Gareth Gates
2301,Heidi Montag
2302,MC Lars
2303,Kid Koala
2304,Rosana
2305,Edie Brickell
2306,Shayne Ward
2307,Pe'z
2308,Tom Petty And The Heartbreakers
2309,OutKast
2310,Hazel O'Connor
2311,Classified
2312,Pedro Guerra
2313,Styles P
2314,Connie Francis
2315,Aqua
2316,Balkan Beat Box
2317,Tony Allen
2318,Mike And The Mechanics
2319,Kia Shine / Jack Frost
2320,Panjabi MC
2321,Estrella Morente
2322,Orishas
2323,Beatnik Termites
2324,Sixteen Horsepower
2325,Aventuras De Kirlian
2326,Rihanna / will.i.am
2327,Darryl Worley
2328,Tijuana No
2329,Pretenders
2330,Matt Darey
2331,Vonda Shepard
2332,Gym Class Heroes
2333,Joe Walsh
2334,El Charrito Negro
2335,The Nashville Teens
2336,The Nashville Bluegrass Band
2337,Clearlake
2338,Sugarman 3
2339,Watermelon Slim & The Workers
2340,David Cook
2341,Massive Attack
2342,Joe Sample / Randy Crawford
2343,Tally Hall
2344,Los Titanes
2345,Mark Ronson
2346,Alien Breed
2347,Udo Jrgens
2348,Trout Fishing in America
2349,Vanessa Carlton
2350,Anthony David
2351,Dolly Parton
2352,Ricky Martin
2353,The Hassles Feat. Billy Joel
2354,Butterfly Boucher / David Bowie
2355,Diam's
2356,Gaelic Storm
2357,Billy Idol
2358,112 / T.I.
2359,Age Pee
2360,Dave Gahan
2361,The Latin Kings
2362,Pohlmann.
2363,Full Flava
2364,David Benoit
2365,Justin Bieber
2366,Baby Boy Da Prince / Nina Sky
2367,Frida Hyvonen
2368,Four Bitchin' Babes
2369,BoDeans
2370,Smash hit combo
2371,Dismantled
2372,The Romantics
2373,Peter And Gordon
2374,Habib Koit
2375,Third World
2376,Fermin Muguruza
2377,Five for Fighting
2378,Diana Krall
2379,Jeannie C. Riley
2380,David Dondero
2381,Num Num
2382,Heideroosjes
