,songs
1139,Berimbau
1140,I'm a Freak
1141,Call Me Later (LP Version)
1142,Deja Vu
1143,Rosso Relativo (Sigmatibet Remix)
1144,Juan Valdes
1145,Pulling Your Insides Out
1146,Never Too Late
1147,El Camino Entero
1148,The Upstairs Room
1149,Set The Story Straight
1150,More Than Anything
1151,November Blue
1152,O Pala O Escuela
1153,Outside Villanova (Album Version)
1154,Your Say
1155,C'Est Plus Fort Que Moi
1156,Okwukwe Na Nchekwube
1157,Play
1158,Letter To My Daughters (album version)
1159,Emergency
1160,Sidestepper
1161,Caledonia
1162,Dime Tu Nombre
1163,Xtase
1164,Como No Creer En Dios
1165,Signed_ Sealed_ Delivered I'm Yours / I Was Made To Love Her (EP Version)
1166,My God Can Do Anything (feat. Rev. F.C. Barnes & Rev. Janice Brown)
1167,Condition Of My Heart
1168,Canto Para Minha Morte
1169,Love Is Colder Than Death (Explicit Album Version)
1170,Stand By Love (2002 Digital Remaster)
1171,Empty Hearts
1172,Lake Of Silver Bells
1173,Bin heute Abend bei dir
1174,Can't Stop the Music
1175,Soldado 229
1176,She's A Phoenix
1177,Lullaby For A Ladybug
1178,Woman at the door
1179,Du Weit (Tell Me No Lies)
1180,Smash & Grab
1181,What Are We Good For
1182,This Glass World
1183,Advert
1184,Hope That You'll Stay
1185,Where Have You Been? (LP Version)
1186,Here's To Believe
1187,Telephone Song
1188,Where Were You (When The World Stopped Turning)
1189,Xin Zui (Album Version)
1190,The End or Near
1191,Haut dem Volk aufs Maul
1192,You Were Meant To Be My Lady (Not My Girl) (24-Bit Digitally Remastered 02)
1193,Touch Me Lord Jesus (A Campfire Homecoming Album Version)
1194,Echo Parcours
1195,Rain_ Rain Go Away (LP Version)
1196,Sunny Meadowz (LP Version)
1197,Nisht Nor Simkhe / Veynendiks
1198,La Plata
1199,Popozo (A Cappella)
1200,Deeper Than Crying
1201,Warrior (feat. Cali Ranks) (amended album version)
1202,Threnody for the Victims of Lucio Fulci
1203,Join The Club
1204,Ways To Be
1205,Autumn Leaves (Live Acoustic Version)
1206,Amor De Juventud
1207,Akickdoe!
1208,Blue Light 'Til Dawn
1209,Get Up
1210,Needs Must (2009 Digital Remaster)
1211,Bye Bye Blackbird
1212,The Wanderer (Instrumental)
1213,What A Day
1214,Fuckin Em All
1215,Melancholy
1216,Smokin' (Empty_ Try Another)
1217,Holly Jolly Christmas
1218,Como Eres
1219,Roxie's Suite
1220,The Temple Within
1221,Reinforce Love
1222,Comin' From All Ends
1223,Where's The Ocean
1224,Days Like These
1225,The Girl You Left Me For
1226,Love Me Or Hate Me
1227,Ma Maison
1228,Supermodel Or Redneck (Album Version)
1229,Genius
1230,So Brilliant
1231,Bats In the Belfry
1232,To My Ladies
1233,Extrarradio
1234,Oh Lonesome Me
1235,A plea for tenderness
1236,The Millionaire Waltz (1993 Digital Remaster)
1237,First Words Worse
1238,Live Out Loud (Album)
1239,Lake Of Shadows
1240,Slow Your Roll (Tunnel Rats Album Version)
1241,Junk Mail
1242,Gnaw Mark
1243,Moonlight Sonata
1244,Woo
1245,My Psychiatrist (Album)
1246,(It's Just) Talk
1247,Ta Rialia (Remix by Valentino_ Hristodoulos Siganos & Nikos Souliotis)
1248,Lucky (Album Version)
1249,Sex Packets (LP Version)
1250,Nejsom falosny
1251,Marea (version acustica)
1252,Song Of The Redeemed (Flying Into Daybreak Album Version)
1253,A Great Headline
1254,Married Men (1996 Digital Remaster)
1255,I Shame You With My Kisses
1256,The Sun Is Burning
1257,Ouvarosa
1258,Almas sin descanso
1259,My Superman
1260,Bomb 20
1261,Uamh An Oir (The Cave Of Gold - Mouth Music)
1262,Open Your Eyes
1263,Ils Ont Peur De La Libert
1264,I Get To
1265,Said What You Mean
1266,Die Famous
1267,Fencewalk
1268,Send Me Your Money
1269,Red Hot (Live)
1270,Things In The Game Done Changed (Intro)
1271,Whut whut ( feat. DMX )
1272,Yesterday When I Was Young
1273,Thats The way
1274,Gates Of The West
1275,Let's Go Down To The River
1276,Ghetto
1277,No Faith
1278,Liebe istwouwouwou
1279,No Sugar
1280,Provocative
1281,Lord Only Knows
1282,Two Trains
1283,Disappear (Album Version)
1284,A Foggy Day
1285,Where You Are
1286,Sinful Daughter
1287,Jesus No Secundrio
1288,Antena
1289,Hello Darling
1290,Names_ numbers
1291,Simple
1292,Breakfast With My Shadow
1293,Livin' On A Prayer
1294,Plastic Tramp
1295,Why You Wanna Do It Girl
1296,South Of Midnight (LP Version)
1297,Autonomia
1298,Return To Anarchy Ranch
1299,The Apprentice (Album Version)
1300,I Believe
1301,Automatic
1302,In The Sand
1303,Mother's A Redneck_ Too
1304,Por Que Te Vas
1305,Feel It (The Cheeky Dub)
1306,Salute U
1307,Symphony No. 2 in D Major_ Op. 73: IV. Allegro con spirito
1308,Hannah
1309,God Love Us
1310,We Share Our Mothers' Health (Album Version)
1311,Kurt Vonnegut
1312,Fascinating
1313,Bay Springs Road
1314,A Distant Invitation
1315,Innocent (Album Version)
1316,The Way The World Works
1317,El Gifto Magnifico
1318,Easy Money
1319,Orphans of the Storm
1320,I Want You To Love Me
1321,Je t'aime quand mme
1322,La Juani
1323,La Favola Di Adamo Ed Eva
1324,Te Lo Juro
1325,Una & Otra vez
1326,Qawwali
1327,Oh Happy Day
1328,Inside Out
1329,Telly
1330,Original Man
1331,Part Of Me
1332,The Worst
1333,Ma plante
1334,Famous Last Words
1335,"The Nicest Kids In Town (""Hairspray"")"
1336,miss meri
1337,Kokomo
1338,Folk Tree
1339,Townes
1340,Siren Echo Valley (Part 1)
1341,Black Trump
1342,I Wish The Best For You
1343,Im Sticking With You
1344,SR. Goma
1345,Striver's Row
1346,True Love
1347,Psiquico//Frag. I Want You (Shes So Heavy)
1348,Gypsy Camp/Art Stamper
1349,Hands Up
1350,If
1351,Big Chief Woolley Bosher
1352,Lady & Gangsta
1353,Daybreaker (Airbase Remix)
1354,O Barquinho
1355,Teachin' Blues
1356,Old Macdonald
1357,WWMD
1358,Breath Of Fresh Air
1359,Benediction (Simon)
1360,Billionaire [feat. Bruno Mars]  (Explicit Album Version)
1361,Maybelline
1362,Puffin' Away
1363,Steeple Chase  (The Best We Could Find Album Version)
1364,Clean Heart
1365,Day After Day
1366,Rise Up And Walk
1367,Partira
1368,We Rule The Night
1369,Retaliation Suite
1370,Oke-She-Moke-She-Pop (LP Version)
1371,It's A Different World Now
1372,Living Without You
1373,Higher
1374,Nada De Ti
1375,Paperback Writer (LP Version)
1376,Insane
1377,Welcome To The Goodtimes
1378,Almost Doesn't Count ( LP Version )
1379,Sonatas and Partitas_ Partita No. 3 in E Major_ BWV 1006: Loure
1380,Who Knows Featuring Kabir
1381,Drogado
1382,I'm Glad There Is You
1383,Last Dance
1384,Hooligans (Album Version)
1385,Partilha (1995 Digital Remaster)
1386,Saglie_ Saglie (2008 Digital Remaster)
1387,Goodnight My Someone
1388,Made Up Stories
1389,Bad boy
1390,The Girl Got Hot
1391,I Will Bring You Home
1392,Lucky Seven (2010 Digital Remaster)
1393,All In Red
1394,Lord Is My Light_ The  (Celtic Psalms Album Version)
1395,Lament
1396,The Last Word (Amended Version)
1397,Run To The Light
1398,Diplo Rhythm
1399,Paper-Cuts
1400,Chain Lightning
1401,Selbstportrait Mit Kater
1402,Chrome Fish (Parade Album Version)
1403,Activator
1404,Turn Me On (Album Version)
1405,"Popurri ""Presente y sutil""_ ""A ti""_ ""Dime ven"" (En vivo desde el Metropolitan)"
1406,Fumes
1407,The Meaning Of Life
1408,You Make A Fool Out Of Me
1409,Silver_ Blue & Gold
1410,Ihr Seid So Leise
1411,Junior
1412,Lifting
1413,Angelita Huenuman
1414,Universal Highness
1415,Over The Rainbow
1416,Job's Defiance
1417,Cold Water Coming
1418,Battle Field featuring Block & Big Gee (Explicit Album Version)
1419,Kingston 14 (feat. Gregory Isaacs)
1420,Pink Emerson Radio
1421,Shut 'Em Down
1422,Brothers And Sisters
1423,Lemon (T&A Demo -94)
1424,This (Album Version)
1425,Oriental Dawn
1426,Journey On
1427,Fishnet
1428,Dreamkiller 2.0
1429,Emblems (Album Version)
1430,Only Here For A Little While
1431,Hot Bananas
1432,Union Civica
1433,My Girl (Bonus Track)
1434,Puto alcohol
1435,Circles
1436,Atlantyda Lez
1437,Chalk White (Demo)
1438,Beauty Queen
1439,Hey Margaret ( LP Version )
1440,Face In My Crowd
1441,You Don't Have To Change
1442,Martelo Bigorna
1443,Intro
1444,The Man I Love
1445,Silhouettes
1446,Let U Go
1447,Manuel Raquel (Album Version)
1448,Central Utah
1449,Lonelytown
1450,Mr. Man
1451,Happy People
1452,I Will Stay
1453,Get It In
1454,Raspberry Dawn
1455,Going On Strike
1456,Distancia
1457,You're All That Matters To Me
1458,Stay The Same
1459,Some Misunderstanding
1460,Eu Quero Apenas Carinho (1990 Digital Remaster)
1461,Butterfly Me (Demo)
1462,The Diver
1463,He Never Came Back
1464,Beautiful
1465,Have Yourself A Merry Little Christmas
1466,Thin Red Line (Single Version) (2004 Digital Remaster)
1467,Pieces of a Broken Man
1468,Clap Music
1469,He's Got The Whole World In His Hands
1470,Boogie Wonderland (Album Version)
1471,Freakshow
1472,Stand By Me (Freedom Band Album Version)
1473,Sumthin' Sumthin': Mellosmoothe
1474,Flickering Flame
1475,Dilemma
1476,When Doves Cry
1477,I Can't Believe U're Gone
1478,Joy Ride (Edit)
1479,Green Book (Album Version)
1480,Data Love
1481,Take Your Shirt Off (Spoken/Intro)
1482,Runaway
1483,By the Riverside
1484,LMAO
1485,Cada Lugar Teu
1486,High School Confidential
1487,Findum_ Fuckum And Flee (Feat. Eazy-E)
1488,I'm So Sorry
1489,Heel To Toe
1490,Shake Ya Tailfeather
1491,God Bless The Child
1492,Sugar Coated Lies
1493,Mensaje De Amor
1494,I'm A Soldier
1495,Out On A Limb
1496,-
1497,Lucy
1498,Lo (Buleras)
1499,Disco Disco Disco
1500,Treli Kardia (Crazy Heart)
1501,Skit 3
1502,Kill Niggaz
1503,Dying Love
1504,Cut Off The Top (Krauts RMX)
1505,After Hours
1506,Gotta Go
1507,The Jaunt
1508,Forgive Me
1509,Looking To Get There
1510,Intro
1511,Wild Fire
1512,My Wee Cod Piece
1513,What If (Featuring E-40)
1514,Natural
1515,Another (Album Version)
1516,Junco Partner (Live)
1517,Faded Pictures
1518,Runaway (Featuring Mike Herrera Of MXPX)
1519,Costume Party
1520,Let Me
1521,Otra Oportunidad
1522,Live Close By_ Visit Often
1523,Gracefully Facedown
1524,Cold Hands
1525,Cuento Con Tu Risa
1526,Livin' The Blues
1527,I Shall Be Released
1528,La Puerta
1529,Love  Can Damage Your Health (Foolish Dub B y Herbert)
1530,Bendiceme
1531,El Tequilero
1532,Masterpiece
1533,I Beg You
1534,Encanto Meu
1535,Election Day (Early Rough Mix) (2010 Digital Remaster)
1536,Don't Get Nine
1537,Method Man
1538,Killing Me Softly (With Her Song)
1539,Rzeczywisty Film
1540,My Grandfather_ The Cubist
1541,Planet Dok (Tunnel Rats Album Version)
1542,Every Day
1543,Make It Better (Album Version)
1544,Masmudi Kebir 2
1545,Mixing Pot (Tacho) (LP Version)
1546,Tears Of Joy
1547,Threshing Floor
1548,Mythsysizer
1549,Duck
1550,Word
1551,The Feather Theme From Forrest Gump Suite
1552,P Marius
1553,The Rain_ The Park & Other Things
1554,Speaking In Tongues III
1555,Hooked
1556,Third Degree
1557,A Good Horse
1558,Millions Of miles away
1559,This Is For The Lover In You
1560,Shockwave
1561,Buildings
1562,Prsentation
1563,Underground Biz
1564,I Like What You Do
1565,Desnuda Tengo El Alma
1566,The Name Of The Game (Breeze Mix)
1567,Licensed To Kill
1568,Maria De La Luz
1569,When You Walk In The Room
1570,Fake French
1571,Fever
1572,Tuesday
1573,Polaroid
1574,Psa (Engage Album Version)
1575,Cut and run
1576,Sexy Somethin'
1577,Blink
1578,Author
1579,Primrose Hill
1580,Ielpo
1581,Jah Future
1582,Priode Bleue (Live Au Palace 2009)
1583,Girls (album version)
1584,History
1585,A Tu Voluntad
1586,Christmas In My Heart
1587,Goodbye
1588,Powerdown Blackout feat. M. Sayyid
1589,Sugar Daddy
1590,Try To Forget
1591,Ambush In The Night
1592,Still Ridin' Dirty
1593,The Last Letter
1594,Aqu Vienen Los Blue Jeans
1595,This Song For You
1596,How Great Thou Art
1597,Piano Sonata No. 17 in D major D.850: I.       Allegro vivace
1598,Suite No. 3 in D major BWV 1068 (1997 Digital Remaster): Air
1599,Qu Quieres?
1600,Calvary
1601,Reflecting
1602,Again Someday
1603,Love Train
1604,My Baby Love
1605,Smash!
1606,E.R.
1607,No Soul
1608,Breve Conto Do Velho Babao
1609,If Ever
1610,Hibernaculum
1611,Pretty Girls Make Graves
1612,The Light On The Hill (LP Version)
1613,The Stranger
1614,UFO
1615,You'll Ask For Me (Album Version)
1616,Night
1617,All My Relations (World)
1618,Some Other Time
1619,Rock 'n' Roll Fantasy
1620,Carry The Weight
1621,Somewhere North
1622,Toast
1623,Tu Amigo Fiel
1624,Sternschnuppe
1625,Recuerdos En La Arena
1626,Avec La Rage En D'dans
1627,Enough For Me
1628,Watching Black White Looking
1629,The Last Time
1630,In My Hour of Darkness (Alternate Version)
1631,Can't Take My Eyes Off of You
1632,Bad Man Forward
1633,This Me
1634,Welcome The Outlaw
1635,Babe
1636,True
1637,Jersey Shore
1638,Mehabama Lehaftzitz (Bombing From The Stage)
1639,You Need Somebody
1640,The Future Belongs to Us
1641,I Can't Wait
1642,Lacho
1643,Listen Clear
1644,Wimoweh (Mbube) (1999 Digital Remaster)
1645,Weekend
1646,My Brand New Nikes Made Me Do It
1647,Belphgor: Thme de Mnardier
1648,Walk On By
1649,Don't Forget Your Teeth
1650,I Don't Know
1651,Cai Cai Vil
1652,I Just Can't Stop Thinking About You
1653,On A Slow Boat To China
1654,Ninguna Parte
1655,Yo Paso De To'
1656,Ociosa
1657,Here
1658,Going Back Five Times
1659,Walk Away_ Ringo
1660,Dividers
1661,I Can't Get Started
1662,Should I Come Home (Or Should I Go Crazy)
1663,Wish Of A Fool featuring Omar
1664,Head And Heart
1665,Can You Handle It
1666,Back Out Version
1667,This Type Of Funk
1668,That Don't Worry Me Now
1669,Slow Roll
1670,I Can Do All Things
1671,30 Seconds
1672,Candy
1673,Pienso
1674,I Can Hear The Laughs (LP Version)
1675,Respeto (feat. Mr. 503)
1676,Some Questions About Hats
1677,Bumper Of My S.U.V.
1678,That Other Girl
1679,D. Original
1680,Painted Gold
1681,A Dose Of You
1682,The One Who Loves You the Most
1683,Lacuna
1684,Down To The Old Pub Instead
1685,(Hiney) (Explicit)
1686,Pulling Weeds (LP Version)
1687,The Sheriff Of Boone County
1688,Show Me Love
1689,1_000_000 Watts Of Love
1690,Saudade
1691,Commercial Reign
1692,The Power Of Love
1693,Where the Road Parts
1694,Danglin'
1695,Sittin On Stars
1696,Time Becomes a Loop
1697,Reason To Hide In
1698,The One Russian
1699,When The City Is Quiet
1700,Follow You Follow Me (Live) (1994 Digital Remaster)
1701,Hold Of Me
1702,La vida
1703,This Song
1704,The Immortal
1705,Sangria Spin Cycles
1706,From Dusk Till Dawn
1707,Last Girl on Earth
1708,Sere Ser
1709,Imprint Of The Un-Saved
1710,Andy
1711,Higher than High
1712,Milestones
1713,Confirm Reservation
1714,Look Over Yonder Wall
1715,Heatwave
1716,Les Voisines
1717,Semi-Simple Variations
1718,Sweet Valium High
1719,Sinfonie Nr.39 Es-Dur Kv 543
1720,True Colors (Album Version)
1721,O Come
1722,Extasis
1723,Hoagie Meat
1724,Funeral Eclipse
1725,Holler Back
1726,Babydoll
1727,Knives 'n' Pliers
1728,Pose
1729,Every Time You Lie
1730,On A Clear Day
1731,Vem Pra C
1732,del chifre's beach
1733,Letter from Home
1734,God Has Created
1735,Julio Iglesias
1736,Epilogue In D (Master)
1737,My Stunning Mystery Companion (Album)
1738,I Called U [The Conversation] [ATFC's Conversation Killer]
1739,Iluze
1740,Electropop
1741,Outstretched Hands
1742,Harlem Shuffle
1743,He Got Game
1744,Anymore
1745,Caridad
1746,Lgor
1747,El Estanque
1748,Let's Do Something Wrong
1749,Smack Water Jack
1750,El Moro Y La Mora
1751,Back Sliders Wine
1752,Dieses Gefhl
1753,My Funny Valentine
1754,Catherine Was My June
1755,De l'Opra  La Plaine
1756,Why Do I Lie?
1757,Amazing Stories
1758,Southbound
1759,La Danza Della Pioggia
1760,Recuerdo
1761,The Whole World Looking At Me (Explicit LP Version)
1762,Can't Think
1763,Three Times A Fool
1764,For Real
1765,Ha Ha Hotel (LP Version)
1766,Tombs Des Nues
1767,La sombra
1768,#10 (Album Version)
1769,Take You Down
1770,Pacific Sunrise
1771,Schade
1772,Dancing In A Danceclub
1773,How Strong
1774,Where Love Rules
1775,Wo Mer Endlich Sommer Hann
1776,Love Hits The Fan
1777,Truth
1778,Like Dynamite
1779,Game Set and Match
1780,Misunderstood
1781,Inferno Pervers (Womens sissy drink radio edit)
1782,Slick
1783,C'est Toujours la Mme Histoire
1784,Know it All
1785,Down South & Prime Time (feat. D.S.R.)
1786,I Think I See The Light
1787,Buceando en el riachuelo
1788,Candylion
1789,Love Don't Come Easy
1790,Sempre Teu Amor
1791,High Life
1792,Chloroform Girl
1793,Pink Panther/It Had Better Be Tonight (Meglio Stasera) (Medley)
1794,Over & Over
1795,Pollo Asado
1796,Any Day Now (Album Version)
1797,How Long Must I Cry
1798,The Main Event
1799,Brigadistes internacionals
1800,Swee' Pea
1801,Sister Siam
1802,Marie
1803,cut Yell
1804,Manhattan Samba
1805,No Place To Fall
1806,Amsterdam
1807,You're Not All That
1808,Charles Takes A Walk
1809,It Is Good
1810,Ot Azoi Yiddish (Traditionnel)
1811,Sin Ti No Vivo
1812,Missed
1813,My Gas Got Shut OffBoo!
1814,Ignacio Parra
1815,Sleestak Lightning
1816,Today
1817,Junktion
1818,Promise To Be True
1819,Tammy's Bodega
1820,El payande
1821,Neocaf
1822,Black Wine
1823,Crying
1824,Soup Or No Soup (Not The LP Version)
1825,Bullet
1826,Soul Serenade
1827,Servin Game
1828,Brown Skin Girl
1829,BETTY BLUE
1830,Je Ne Suis Pas  Plaindre
1831,Allegro non molto
1832,Easy On The Eye
1833,Orange In The Sun
1834,Just as I Am
1835,Old Grey Face (And The Way Of The Magenta) (L'Amour Lamorgue Edition)
1836,Heathen Pt 11
1837,I'm With Stupid (Instrumental)
1838,Tom's Diner
1839,Landing On Planets
1840,Why Don't You
1841,Boom D Boom
1842,Hittin Donutz In Tha Streetz
1843,Harmonium
1844,JXL Radio Technical Support (Album Version)
1845,Get Your Handz Off (main) (Explicit)
1846,Mad Situation
1847,Stupid
1848,Girl From the North Country
1849,Basta De Llanto
1850,016 +- 2.20
1851,You're Blind
1852,Wanna Love You Girl
1853,New Fool
1854,King Of Fools
1855,Two Heart Tango
1856,Varao
1857,Now You Know
1858,Endure
1859,Akh Jadon Feat. Amarsingh Bhullar
1860,One Night  Stand
1861,No Man's Land
1862,The Meat of the Inquiry
1863,A Good Man Is Easy to Kill
1864,Your Love Will Live Forever
1865,Ein Letztes Mal
1866,Dlya tebya
1867,Into This Game
1868,Um Blues
1869,Your Eyes (Album Version)
1870,Distant Vision
1871,Break Of Dawn
1872,Dama
1873,People of the night
1874,Whip It
1875,American Standard Pt. 1
1876,We Got Love
1877,Whoomp (Interlude)
1878,Kommentar Zu Lied 5
1879,The Baron
1880,Railroad Man
1881,La Barca De Oro
1882,Brushstroke-Reprise
1883,Pardao
1884,Theme To Grace
1885,Les Vieux Amoureux
1886,Denomination Blues Pt. One
1887,Quiero Saber
1888,Listen Girl
1889,Bullet Time (Spor Remix) (Spor Remix)
1890,Semena-Worck
1891,Tera Jana Kere Rang Lawe
1892,One Remix
1893,Yesterday When I Was Mad (Junior Vasquez Fabulous Dub)
1894,Tt kukkaa en hukkaa
1895,Let's Do It
1896,She
1897,Which Way Home?
1898,Maria Morena
1899,Dear Diamond
1900,God Of Wine (2006 Remastered LP Version)
1901,Eric's Dream
1902,Familia Rodante
1903,Bump In The Road
1904,Blue Collar
1905,Cry for Help
1906,Where Is The Glory
1907,Dynamite
1908,You're Fly
1909,Hold Your Digits
1910,Dindi
1911,Disco Pig
1912,Dev'essere cos
1913,Terre de soleil
1914,Grown Man Featuring Shawty Putt
1915,Soltero Y Sabroso
1916,TODO TIENE SU FIN
1917,Do The Lasso (w/Mistah F.A.B. &  Fabo of D4L) (Chopped & Screwed Version)
1918,Divin' Duck (If The River Was Whiskey)/You Havin' A Good Time
